Employee First Name,Employee Last Name,Job Title,Employee Work Email,Company Name,Company Website,Company HQ Phone,Street,City,State Full,State,Zip Code,Country,Industries,Employees,Revenue,Job Level,Job Function
Marc,Schneider,Vice President of Accounting,dianne.bascom@uni.edu,DHL,www.dhl.com,1.954.888.7000,1210 S Pine Island Rd Ste 501,Fort Lauderdale,New York,FL,33324-4402,United States,"Transportation & Storage, Air Couriers and Cargo Services Transportation & Storage, Postal, Express Delivery, and Couriers",3397 - 25,3397 - 1000000,VP of Accounting,
Andrea,Siciliano,Vice President of Accounting,dianne.bascom@uni.edu,Leerink Partners LLC,www.leerink.com,1.617.248.1601,1 Federal St,Boston,New York,MA,02110-2004,United States,"Financial Services, Investment Banking and Venture Capital Financial Services, Financial Services Other",3398 - 25,3398 - 1000000,VP of Accounting,
Angie,Whalen,Vice President of Accounting,dianne.bascom@uni.edu,Capitol Federal Financial,www.capfed.com,1.785.235.1341,"700 S Kansas Ave Topeka, KS66603-3809",Topeka,New York,KS,66603-3809,United States,"Financial Services, Banks Financial Services, Financial Services Other",3399 - 25,3399 - 1000000,VP of Accounting,
Gloria,Saiz,Vice President of Accounting,dianne.bascom@uni.edu,Plus International Bank,www.plusintbank.com,1.305.375.0590,"1000 Brickell Ave Miami, FL33131-3014",Miami,New York,FL,33131-3014,United States,"Financial Services, Banks",3400 - 25,3400 - 1000000,VP of Accounting,
Tony,Sandoval,Vice President of Accounting,dianne.bascom@uni.edu,Stewart Title Guaranty Company,www.stewart.com,1.713.625.8100,"1980 Post Oak Blvd Houston, TX77056",Houston,New York,TX,77056,United States,"Financial Services, Insurance and Risk Management",3401 - 25,3401 - 1000000,VP of Accounting,
Carole,Bennis,Vice President of Accounting,dianne.bascom@uni.edu,Philadelphia Industrial Development Corporation,www.pidc-pa.org,1.215.496.8020,2600 Centre Sq W,Philadelphia,New York,PA,19102-2115,United States,"Non-Profit, Non-Profit Other",3402 - 25,3402 - 1000000,VP of Accounting,
Cindy,Grimm,Vice President of Accounting,dianne.bascom@uni.edu,"VOYA Financial, Inc.",www.voya.com,1.212.309.8200,230 Park Ave,New York,New York,NY,10169,United States,"Financial Services, Investment Banking and Venture Capital Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking",3403 - 25,3403 - 1000000,VP of Accounting,
Jim,Mittlestaedt,Vice President of Accounting,dianne.bascom@uni.edu,CommScope Holding Company Inc.,commscope.com,1.828.324.2200,1100 Commscope Pl Se,Hickory,New York,NC,28602-3619,United States,"Telecommunications, Telecommunications Equipment and Accessories Manufacturing, Manufacturing Other Computers & Electronics, Networking Equipment and Systems",3404 - 25,3404 - 1000000,VP of Accounting,
Joe,Canfield,Vice President of Accounting,dianne.bascom@uni.edu,Huntington Bancshares Incorporated,www.huntington.com,1.614.480.8300,41 S High St,Columbus,New York,OH,43215-3406,United States,"Financial Services, Banks",3405 - 25,3405 - 1000000,VP of Accounting,
Karen,Braun,Vice President of Accounting,dianne.bascom@uni.edu,"OneBeacon Insurance Group, Inc.",www.onebeacon.com,1.952.852.2431,"605 Highway 169 N Plymouth, MN55441-6533",Plymouth,New York,MN,55441-6533,United States,"Financial Services, Insurance and Risk Management",3406 - 25,3406 - 1000000,VP of Accounting,
Kevin,Siebert,Vice President of Accounting,dianne.bascom@uni.edu,CLC Lodging's Custom Solution,www.clclodging.com,1.866.857.9747,"8111 E 32nd St N Wichita, KS67226-2619",Wichita,New York,KS,67226-2619,United States,"Travel, Recreation, and Leisure, Travel, Recreation, and Leisure Other",3407 - 25,3407 - 1000000,VP of Accounting,
Linda,Jiang,Vice President of Accounting,dianne.bascom@uni.edu,Shorenstein Properties LLC,www.shorenstein.com,1.415.772.7000,"235 Montgomery St San Francisco, CA94104-3009",San Francisco,New York,CA,94104-3009,United States,"Real Estate & Construction, Real Estate Agents and Appraisers Real Estate & Construction, Real Estate Investment and Development",3408 - 25,3408 - 1000000,VP of Accounting,
Mark,Arra,Vice President of Accounting,dianne.bascom@uni.edu,"SandRidge Energy, Inc",www.sandridgeenergy.com,1.405.429.5500,"123 Robert S Kerr Ave Oklahoma City, OK73102-6406",Oklahoma City,New York,OK,73102-6406,United States,"Energy & Utilities, Energy & Utilities Other",3409 - 25,3409 - 1000000,VP of Accounting,
Rich,Layman,Vice President of Accounting,dianne.bascom@uni.edu,"CNO Financial Group, Inc.",cnoinc.com,1.317.817.6100,11825 N Pennsylvania St . Po Box 1911,Carmel,New York,IN,46032-4555,United States,"Financial Services, Insurance and Risk Management Consumer Services, Consumer Services Other Business Services, Business Services Other",3410 - 25,3410 - 1000000,VP of Accounting,
Susan,Burns,Vice President of Accounting,dianne.bascom@uni.edu,Radian Group Inc,www.radian.biz,1.215.231.1000,1601 Market St Fl 5,Philadelphia,New York,PA,19103-2494,United States,"Financial Services, Insurance and Risk Management",3411 - 25,3411 - 1000000,VP of Accounting,
Vorleak,Bornhor,Vice President of Accounting,dianne.bascom@uni.edu,Walker & Dunlop,www.walkerdunlop.com,1.301.215.5500,"7501 Wisconsin Ave Bethesda, MD20814-6531",Bethesda,New York,MD,20814-6531,United States,"Financial Services, Lending and Mortgage",3412 - 25,3412 - 1000000,VP of Accounting,
Sherry,Bridgers,Vice President of Accounting,dianne.bascom@uni.edu,Connect Finance and Accounting,www.connectsearchllc.com,1.630.773.2200,"10 S La Salle St Chicago, IL60603",Chicago,New York,IL,60603,United States,"Business Services, Management Consulting",3413 - 25,3413 - 1000000,VP of Accounting,
Michael,Pienaar,Vice President of Accounting,dianne.bascom@uni.edu,"Volt Information Sciences, Inc.",www.volt.com,1.212.704.2400,1065 Avenue Of The Americas,New York,New York,NY,10018-1878,United States,"Business Services, HR and Recruiting Services",3414 - 25,3414 - 1000000,VP of Accounting,
Kimberly,Casey,Vice President of Accounting,dianne.bascom@uni.edu,Robert Half International Inc.,www.roberthalf.com,1.650.234.6000,"2884 Sand Hill Rd Menlo Park, CA94025-7059",Menlo Park,New York,CA,94025-7059,United States,"Business Services, HR and Recruiting Services Business Services, Business Services Other",3415 - 25,3415 - 1000000,VP of Accounting,
Craig,Wicks,Vice President of Accounting,dianne.bascom@uni.edu,The PNC Financial Services Group,www.pnc.com,1.412.762.2000,300 5th Ave Fl 29,Pittsburgh,New York,PA,15222-2401,United States,"Financial Services, Banks",3416 - 25,3416 - 1000000,VP of Accounting,
Jennifer,Mateicka,Vice President of Accounting,dianne.bascom@uni.edu,Assured Guaranty Ltd.,assuredguaranty.com,1.212.826.0100,31 W 52nd St,New York,New York,NY,10019-6118,United States,"Financial Services, Insurance and Risk Management Business Services, Business Services Other",3417 - 25,3417 - 1000000,VP of Accounting,
Joseph,Riccardi,Vice President of Accounting,dianne.bascom@uni.edu,"Prudential Financial, Incorporated",www.prudential.com,1.973.802.6000,655 Broad St,Newark,New York,NJ,07102-4410,United States,"Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking Financial Services, Trust, Fiduciary, and Custody Activities",3418 - 25,3418 - 1000000,VP of Accounting,
Tom,Stuber,Vice President of Accounting,dianne.bascom@uni.edu,Freddie Mac,www.freddiemac.com,1.703.903.2000,8200 Jones Branch Dr,Mc Lean,New York,VA,22102-3107,United States,"Financial Services, Lending and Mortgage Financial Services, Financial Services Other",3419 - 25,3419 - 1000000,VP of Accounting,
Mark,Robinow,Vice President of Accounting,dianne.bascom@uni.edu,International Business Machines Corporation,www.ibm.com,1.914.499.1900,1 New Orchard Rd,Armonk,New York,NY,10504-1722,United States,"Computers & Electronics, Networking Equipment and Systems Computers & Electronics, IT and Network Services and Support Computers & Electronics, Computers, Parts and Repair",3420 - 25,3420 - 1000000,VP of Accounting,
Leah,Kwartler,Vice President of Accounting,dianne.bascom@uni.edu,Fidelity Investments,www.fidelity.com,1.617.563.7000,245 Summer St,Boston,New York,MA,02210-1133,United States,"Financial Services, Securities Agents and Brokers Financial Services, Financial Services Other Financial Services, Insurance and Risk Management",3421 - 25,3421 - 1000000,VP of Accounting,
John,Lhotka,Vice President of Accounting,dianne.bascom@uni.edu,U.S. Bancorp,www.usbank.com,1.651.466.3000,"800 Nicollet Mall Minneapolis, MN55402-7014",Minneapolis,New York,MN,55402-7014,United States,"Financial Services, Banks Financial Services, Lending and Mortgage Financial Services, Credit Cards and Related Services",3422 - 25,3422 - 1000000,VP of Accounting,
Dennis,Robbins,Vice President of Accounting,dianne.bascom@uni.edu,Emdeon Inc,www.emdeon.com,1.615.932.3000,3055 Lebanon Pike,Nashville,New York,TN,37214-2230,United States,"Business Services, Data and Records Management Software & Internet, Software Software & Internet, Data Analytics, Management and Storage",3423 - 25,3423 - 1000000,VP of Accounting,
Diane,Leone,Vice President of Accounting,dianne.bascom@uni.edu,Putnam Investments,www.putnam.com,1.617.292.1000,"1 Post Office Sq Boston, MA02109-2287",Boston,New York,MA,02109-2287,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Securities Agents and Brokers",3424 - 25,3424 - 1000000,VP of Accounting,
Dolores,Johnson,Vice President of Accounting,dianne.bascom@uni.edu,"Revlon, Inc.",www.revlon.com,1.212.527.4000,1 New York Plz,New York,New York,NY,10004,United States,"Healthcare, Pharmaceuticals, & Biotech, Personal Health Care Products Manufacturing, Chemicals and Petrochemicals",3425 - 25,3425 - 1000000,VP of Accounting,
Henry,Ihling,Vice President of Accounting,dianne.bascom@uni.edu,Simon & Schuster Inc.,www.simonandschuster.com,1.212.698.7000,"1230 Avenue Of The Americas New York, NY10020-1513",New York,New York,NY,10020-1513,United States,"Media & Entertainment, Newspapers, Books and Periodicals Media & Entertainment, Media & Entertainment Other",3426 - 25,3426 - 1000000,VP of Accounting,
Joseph,Greene,Vice President of Accounting,dianne.bascom@uni.edu,Johnson & Wales University,www.jwu.edu,1.401.598.1000,8 Abbott Park Pl,Providence,New York,RI,02903-3703,United States,"Education, Colleges and Universities",3427 - 25,3427 - 1000000,VP of Accounting,
Jorge,Palmero,Vice President of Accounting,dianne.bascom@uni.edu,PCS Group,www.pcsgrp.com,1.818.240.0036,"25031 Avenue Stanford Valencia, CA91355-4544",Valencia,New York,CA,91355-4544,United States,"Software & Internet, Software",3428 - 25,3428 - 1000000,VP of Accounting,
Sue,Wertz,Vice President of Accounting,dianne.bascom@uni.edu,IQNavigator,www.iqnavigator.com,1.303.563.1500,"6465 Greenwood Plaza Blvd Centennial, CO80111-7103",Centennial,New York,CO,80111-7103,United States,"Software & Internet, Software",3429 - 25,3429 - 1000000,VP of Accounting,
Jimmy,Simmons,Vice President of Accounting,dianne.bascom@uni.edu,Caliber Home Loans,www.caliberhomeloans.com,1.855.202.1124,3701 Regent Blvd,Irving,New York,TX,75063-2312,United States,"Financial Services, Lending and Mortgage",3430 - 25,3430 - 1000000,VP of Accounting,
Jose,Berrios,Vice President of Accounting,dianne.bascom@uni.edu,Citigroup Incorporated,www.citigroup.com,1.212.559.1000,388 Greenwich St Citibank Center 3800,New York,New York,NY,10013-2375,United States,"Financial Services, Banks Financial Services, Personal Financial Planning and Private Banking Financial Services, Credit Cards and Related Services",3431 - 25,3431 - 1000000,VP of Accounting,
Richard,Junker,Vice President of Accounting,dianne.bascom@uni.edu,"Citizens Financial Group, Inc.",www.citizensbank.com,1.401.456.7000,1 Citizens Plz,Providence,New York,RI,02903-1338,United States,"Financial Services, Banks Financial Services, Credit Cards and Related Services Financial Services, Investment Banking and Venture Capital",3432 - 25,3432 - 1000000,VP of Accounting,
Alison,Pritchett,Vice President of Accounting,dianne.bascom@uni.edu,HealthSouth Corporation,www.healthsouth.com,1.205.967.7116,"3660 Grandview Pkwy Birmingham, AL35243-3332",Birmingham,New York,AL,35243-3332,United States,"Healthcare, Pharmaceuticals, & Biotech, Hospitals Healthcare, Pharmaceuticals, & Biotech, Doctors and Health Care Practitioners Healthcare, Pharmaceuticals, & Biotech, Outpatient Care Centers",3433 - 25,3433 - 1000000,VP of Accounting,
Mary,Bieniek,Vice President of Accounting,dianne.bascom@uni.edu,Freedom Federal Credit Union,www.freedomfcu.org,1.410.676.5700,2019 Emmorton Rd,Bel Air,New York,MD,21015-6171,United States,"Financial Services, Credit Unions",3434 - 25,3434 - 1000000,VP of Accounting,
Hiromi,Hiraku,Vice President of Accounting,dianne.bascom@uni.edu,Toyoda Gosei North America,www.toyodagosei.com,1.248.280.2100,1400 Stephenson Hwy,Troy,New York,MI,48083-1189,United States,"Manufacturing, Automobiles, Boats and Motor Vehicles",3435 - 25,3435 - 1000000,VP of Accounting,
Modi,Pradeep,Vice President of Accounting,dianne.bascom@uni.edu,"Plastipak Holdings, Inc.",www.plastipak.com,1.734.455.3600,41605 Ann Arbor Rd E,Plymouth,New York,MI,48170-4304,United States,"Manufacturing, Plastics and Rubber Manufacturing",3436 - 25,3436 - 1000000,VP of Accounting,
Christian,De Santis,Vice President of Accounting,dianne.bascom@uni.edu,Eni SpA,www.eni.com,1.713.393.6100,"1200 Smith St Houston, TX77002-4372",Houston,New York,TX,77002-4372,United States,"Energy & Utilities, Energy & Utilities Other Manufacturing, Heavy Machinery",3437 - 25,3437 - 1000000,VP of Accounting,
Billie,Winkle,Vice President of Accounting,dianne.bascom@uni.edu,KidKraft LP,www.kidkraft.com,1.972.385.0100,4630 Olin Rd,Dallas,New York,TX,75244-4615,United States,"Manufacturing, Furniture Manufacturing Wholesale & Distribution, Wholesale & Distribution Other",3438 - 25,3438 - 1000000,VP of Accounting,
John,Sechler,Vice President of Accounting,dianne.bascom@uni.edu,"Esschem, Inc.",www.esschem.com,1.610.497.9000,4000 Columbia Ave,Marcus Hook,New York,PA,19061-3925,United States,"Manufacturing, Chemicals and Petrochemicals",3439 - 25,3439 - 1000000,VP of Accounting,
Jon,Sechler,Vice President of Accounting,dianne.bascom@uni.edu,"Justi Group, Inc.",www.justigroup.com,1.610.854.0440,"1235 Westlakes Dr Berwyn, PA19312-2401",Berwyn,New York,PA,19312-2401,United States,"Financial Services, Investment Banking and Venture Capital",3440 - 25,3440 - 1000000,VP of Accounting,
Tina,Andrews,Vice President of Accounting,dianne.bascom@uni.edu,Kirtland Federal Credit Union,www.kirtlandfcu.org,1.505.254.4369,6440 Gibson Blvd SE,Albuquerque,New York,NM,87108-4971,United States,"Financial Services, Credit Unions",3441 - 25,3441 - 1000000,VP of Accounting,
Christina,Ho,Vice President of Accounting,dianne.bascom@uni.edu,Universal Plant Service Inc,www.universalplant.com,1.281.479.6000,806 Seaco Ct,Deer Park,New York,TX,77536-3176,United States,"Real Estate & Construction, Construction and Remodeling Energy & Utilities, Gasoline and Oil Refineries Manufacturing, Manufacturing Other",3442 - 25,3442 - 1000000,VP of Accounting,
Barbara,Mrkonic,Vice President of Accounting,dianne.bascom@uni.edu,Oakland County Government,www.oakgov.com,1.248.858.1000,1200 N Telegraph Rd,Pontiac,New York,MI,48341-1032,United States,"Government, Local Government",3443 - 25,3443 - 1000000,VP of Accounting,
Rhonda,Pigott,Vice President of Accounting,dianne.bascom@uni.edu,Envision Credit Union,www.envisioncu.com,1.850.942.9000,440 N Monroe St,Tallahassee,New York,FL,32301-1258,United States,"Financial Services, Credit Unions",3444 - 25,3444 - 1000000,VP of Accounting,
Vicky,Lindsey,Vice President of Accounting,dianne.bascom@uni.edu,"RAM Energy Resources, Inc.",www.ramenergy.com,1.918.663.2800,"5100 E Skelly Dr Tulsa, OK74135-6559",Tulsa,New York,OK,74135-6559,United States,"Energy & Utilities, Energy & Utilities Other",3445 - 25,3445 - 1000000,VP of Accounting,
Sue,Peters,Vice President of Accounting,dianne.bascom@uni.edu,US Federal Credit Union,www.usfed.org,1.952.736.5000,1400 Riverwood Dr,Burnsville,New York,MN,55337-5307,United States,"Financial Services, Credit Unions",3446 - 25,3446 - 1000000,VP of Accounting,
Bob,Scott,Vice President of Accounting,dianne.bascom@uni.edu,Nims & Associates,www.nimsassociates.com,1.707.781.6300,"1445 Technology Ln Petaluma, CA94954-7613",Petaluma,New York,CA,94954-7613,United States,"Business Services, Business Services Other",3447 - 25,3447 - 1000000,VP of Accounting,
Bob,Sheehan,Vice President of Accounting,dianne.bascom@uni.edu,Oklahoma Farm Bureau Mutual Ins Co,www.okfb.com,1.405.523.2300,2501 N Stiles Ave Ste 3,Oklahoma City,New York,OK,73105-3119,United States,"Business Services, Business Services Other",3448 - 25,3448 - 1000000,VP of Accounting,
Janice,Williams,Vice President of Accounting,dianne.bascom@uni.edu,"Arcana Insurance Services, LP",www.arcanainsurance.com,1.972.855.3560,"5310 Harvest Hill Rd Dallas, TX75230-5827",Dallas,New York,TX,75230-5827,United States,"Financial Services, Insurance and Risk Management",3449 - 25,3449 - 1000000,VP of Accounting,
Carol,Bucci,Vice President of Accounting,dianne.bascom@uni.edu,"MUFG Union Bank, N.A.",www.unionbank.com,1.212.782.6800,1251 Avenue Of The Americas,New York,New York,NY,10020-1104,United States,"Financial Services, Banks",3450 - 25,3450 - 1000000,VP of Accounting,
Frank,Intoci,Vice President of Accounting,dianne.bascom@uni.edu,Morstan General Agency Inc,www.morstan.com,1.516.488.4747,600 Community Dr,Manhasset,New York,NY,11030-3825,United States,"Financial Services, Insurance and Risk Management",3451 - 25,3451 - 1000000,VP of Accounting,
Christopher,Court,Vice President of Accounting,dianne.bascom@uni.edu,Service 1st Federal Credit Union,www.service1.org,1.570.271.6060,1419 Montour Blvd,Danville,New York,PA,17821-9122,United States,"Financial Services, Credit Unions",3452 - 25,3452 - 1000000,VP of Accounting,
Robbie,Miller,Vice President of Accounting,dianne.bascom@uni.edu,Wolf River Community Bank,www.wolfriverbank.com,1.920.779.7000,309 E Main St,Hortonville,New York,WI,54944-9451,United States,"Financial Services, Banks",3453 - 25,3453 - 1000000,VP of Accounting,
Carmen,Wong,Vice President of Accounting,dianne.bascom@uni.edu,Mesirow Financial Holdings Inc.,www.mesirowfinancial.com,1.312.595.6000,353 N Clark St,Chicago,New York,IL,60654-4704,United States,"Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking Financial Services, Banks",3454 - 25,3454 - 1000000,VP of Accounting,
Benay,Burns,Vice President of Accounting,dianne.bascom@uni.edu,Marriott Vacation Club International,www.vacationclub.com,1.407.206.6000,"6649 Westwood Blvd Orlando, FL32821-6066",Orlando,New York,FL,32821-6066,United States,"Travel, Recreation, and Leisure, Hotels, Motels and Lodging",3455 - 25,3455 - 1000000,VP of Accounting,
Becky,Gilligan,Vice President of Accounting,dianne.bascom@uni.edu,PIVOT DESIGN INC,pivotdesign.com,1.312.787.7707,"230 W Huron St Chicago, IL60654-3998",Chicago,New York,IL,60654-3998,United States,"Business Services, Advertising, Marketing and PR Business Services, Advertising, Marketing and PR Retail, Retail Other",3456 - 25,3456 - 1000000,VP of Accounting,
Bob,Ganter,Vice President of Accounting,dianne.bascom@uni.edu,Kadrmas Lee & Jackson Inc,www.kljeng.com,1.701.483.1284,PO BOX 290,Dickinson,New York,ND,58602-0290,United States,"Real Estate & Construction, Architecture,Engineering and Design",3457 - 25,3457 - 1000000,VP of Accounting,
Christie,Hahs,Vice President of Accounting,dianne.bascom@uni.edu,ARA Insurance,www.arainsurance.com,1.909.987.7600,3333 Concours,Ontario,New York,CA,91764-4875,United States,"Financial Services, Insurance and Risk Management",3458 - 25,3458 - 1000000,VP of Accounting,
Cindy,Anderson,Vice President of Accounting,dianne.bascom@uni.edu,Verizon Wireless,www.verizonwireless.com,1.908.559.2001,1 Verizon Way,Basking Ridge,New York,NJ,07920-1025,United States,"Telecommunications, Wireless and Mobile Telecommunications, Telecommunications Equipment and Accessories Computers & Electronics, IT and Network Services and Support",3459 - 25,3459 - 1000000,VP of Accounting,
Cesar,Nava,Vice President of Accounting,dianne.bascom@uni.edu,Nexpirion,www.nexpirion.com,1.210.299.3286,"7400 Center Ave Huntington Beach, CA92647-3039",Huntington Beach,New York,CA,92647-3039,United States,"Computers & Electronics, IT and Network Services and Support",3460 - 25,3460 - 1000000,VP of Accounting,
Gary,Jacobson,Vice President of Accounting,dianne.bascom@uni.edu,POSSIBLE,www.possible.com,1.206.341.9885,"414 Olive Way Seattle, WA98101-3019",Seattle,New York,WA,98101-3019,United States,"Business Services, Advertising, Marketing and PR Business Services, Business Services Other",3461 - 25,3461 - 1000000,VP of Accounting,
Gil,Rodriguez,Vice President of Accounting,dianne.bascom@uni.edu,"Acsis, Inc.",www.acsisinc.com,1.856.673.3000,"9 E Stow Rd Marlton, NJ08053-1504",Marlton,New York,NJ,08053-1504,United States,"Software & Internet, Software",3462 - 25,3462 - 1000000,VP of Accounting,
Keith,Donovan,Vice President of Accounting,dianne.bascom@uni.edu,Seventh Point Advertising and Public Relations,www.seventhpoint.com,1.757.473.8152,4752 Euclid Rd,Virginia Beach,New York,VA,23462-3823,United States,"Business Services, Advertising, Marketing and PR",3463 - 25,3463 - 1000000,VP of Accounting,
Lesley,Schopp,Vice President of Accounting,dianne.bascom@uni.edu,Sakonent,www.sakonent.com,1.312.326.9000,"233 S Wacker Dr Chicago, IL60606",Chicago,New York,IL,60606,United States,"Software & Internet, Data Analytics, Management and Storage",3464 - 25,3464 - 1000000,VP of Accounting,
Michael,Shue,Vice President of Accounting,dianne.bascom@uni.edu,DDC Advocacy,www.ddcadvocacy.com,1.202.830.2038,"805 15th St Nw Washington, DC20005-2207",Washington,New York,DC,20005-2207,United States,"Non-Profit, Advocacy Organizations",3465 - 25,3465 - 1000000,VP of Accounting,
Raghu,Hegde,Vice President of Accounting,dianne.bascom@uni.edu,United Arab Shipping Company,www.uasc.net,1.908.272.0050,511 South Ave E,Cranford,New York,NJ,07016-3205,United States,"Consumer Services, Consumer Services Other",3466 - 25,3466 - 1000000,VP of Accounting,
Russ,McIver,Vice President of Accounting,dianne.bascom@uni.edu,"Lucidiom, Inc.",www.lucidiom.com,1.703.564.3400,"7900 Westpark Dr Mc Lean, VA22102",Mc Lean,New York,VA,22102,United States,"Computers & Electronics, Audio, Video and Photography Business Services, Business Services Other",3467 - 25,3467 - 1000000,VP of Accounting,
Scott,Mittleman,Vice President of Accounting,dianne.bascom@uni.edu,Innovage,www.innovage.net,1.949.587.9207,4490 Von Karman Ave,Newport Beach,New York,CA,92660-2008,United States,"Manufacturing, Manufacturing Other",3468 - 25,3468 - 1000000,VP of Accounting,
Stephen,Graziani,Vice President of Accounting,dianne.bascom@uni.edu,"Mitchell International, Inc.",www.mitchell.com,1.858.368.7000,6220 Greenwich Dr,San Diego,New York,CA,92122-5913,United States,"Software & Internet, Software Business Services, Business Services Other",3469 - 25,3469 - 1000000,VP of Accounting,
Tammy,Clifton,Vice President of Accounting,dianne.bascom@uni.edu,CCF Industries,www.ccfdrawers.com,1.724.727.2045,4716 State Route 66,Apollo,New York,PA,15613-1404,United States,"Manufacturing, Chemicals and Petrochemicals Retail, Retail Other",3470 - 25,3470 - 1000000,VP of Accounting,
Avi,Dines,Vice President of Accounting,dianne.bascom@uni.edu,MSLGROUP,www.mslgroup.com,1.952.400.0360,6440 Flying Cloud Dr,Eden Prairie,New York,MN,55344-3310,United States,"Business Services, Advertising, Marketing and PR Business Services, Business Services Other",3471 - 25,3471 - 1000000,VP of Accounting,
Greg,Schwarzer,Vice President of Accounting,dianne.bascom@uni.edu,"Gnip, Inc.",www.gnip.com,1.303.997.7488,"1050 Walnut St Boulder, CO80302-5128",Boulder,New York,CO,80302-5128,United States,"Software & Internet, E-commerce and Internet Businesses",3472 - 25,3472 - 1000000,VP of Accounting,
Melinda,Daniels,Vice President of Accounting,dianne.bascom@uni.edu,Health4Brands,www.health4brands.com,1.212.299.5000,75 9th Ave,New York,New York,NY,10011,United States,"Business Services, Advertising, Marketing and PR",3473 - 25,3473 - 1000000,VP of Accounting,
Itch,Iguchi,Vice President of Accounting,dianne.bascom@uni.edu,aPriori,www.apriori.com,1.978.371.2006,"200 Baker Ave Concord, MA01742-2170",Concord,New York,MA,01742-2170,United States,"Software & Internet, Software",3474 - 25,3474 - 1000000,VP of Accounting,
Jodi,Loney,Vice President of Accounting,dianne.bascom@uni.edu,"Raymond James Financial, Inc.",www.raymondjames.com,1.727.567.1000,880 Carillon Pkwy,Saint Petersburg,New York,FL,33716-1102,United States,"Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Investment Banking and Venture Capital",3475 - 25,3475 - 1000000,VP of Accounting,
Walt,Hitt,Vice President of Accounting,dianne.bascom@uni.edu,OneWest Bank N.A.,www.owb.com,1.626.535.4300,888 E Walnut St,Pasadena,New York,CA,91101-1802,United States,"Financial Services, Banks Financial Services, Lending and Mortgage Financial Services, Financial Services Other",3476 - 25,3476 - 1000000,VP of Accounting,
Colleen,Law,Vice President of Accounting,dianne.bascom@uni.edu,Emerson Electric Company,www.emerson.com,1.314.553.2000,8000 W Florissant Ave,Saint Louis,New York,MO,63136-1415,United States,"Manufacturing, Tools, Hardware and Light Machinery Computers & Electronics, Instruments and Controls Computers & Electronics, Computers & Electronics Other",3477 - 25,3477 - 1000000,VP of Accounting,
Ed,Kruse,Vice President of Accounting,dianne.bascom@uni.edu,John Deere Company,www.deere.com,1.309.765.8000,1 John Deere Pl,Moline,New York,IL,61265-8010,United States,"Manufacturing, Heavy Machinery",3478 - 25,3478 - 1000000,VP of Accounting,
Yolande,Goh,Vice President of Accounting,dianne.bascom@uni.edu,"Equinix, Inc.",www.equinix.com,1.650.598.6000,"1 Lagoon Dr Redwood City, CA94065-1564",Redwood City,New York,CA,94065-1564,United States,"Computers & Electronics, Networking Equipment and Systems Software & Internet, E-commerce and Internet Businesses",3479 - 25,3479 - 1000000,VP of Accounting,
Kim,Mathews,Vice President of Accounting,dianne.bascom@uni.edu,"Kincaid and Sons, Inc",www.sikincaid.com,1.866.561.2659,1500 W Main St,Fairfield,New York,IL,62837-2334,United States,"Manufacturing, Metals Manufacturing",3480 - 25,3480 - 1000000,VP of Accounting,
Ron,Cagle,Vice President of Accounting,dianne.bascom@uni.edu,Avfuel Corporation INC,www.avfuel.com,1.734.663.6466,47 W Ellsworth Rd,Ann Arbor,New York,MI,48108-2206,United States,"Manufacturing, Chemicals and Petrochemicals Retail, Gasoline Stations",3481 - 25,3481 - 1000000,VP of Accounting,
Matt,Kintz,Vice President of Accounting,dianne.bascom@uni.edu,A J'S Auto Repair,www.ajsautorepair.com,1.503.581.7737,1858 13th St SE,Salem,New York,OR,97302-2544,United States,"Consumer Services, Automotive Repair & Maintenance",3482 - 25,3482 - 1000000,VP of Accounting,
Jennifer,Schmidt,Vice President of Accounting,dianne.bascom@uni.edu,Pawnee Leasing Corporation,www.pawneeleasing.com,1.970.482.2556,"3801 Automation Way Fort Collins, CO80525",Fort Collins,New York,CO,80525,United States,"Business Services, Business Services Other",3483 - 25,3483 - 1000000,VP of Accounting,
Bob,Kinkaid,Vice President of Accounting,dianne.bascom@uni.edu,Amegy Bank of Texas,www.amegybank.com,1.713.235.8810,1717 West Loop S,Houston,New York,TX,77027-3003,United States,"Financial Services, Banks Financial Services, Lending and Mortgage Financial Services, Trust, Fiduciary, and Custody Activities",3484 - 25,3484 - 1000000,VP of Accounting,
Andy,Hiles,Vice President of Accounting,dianne.bascom@uni.edu,"Aetna, Inc.",www.aetna.com,1.800.872.3862,151 Farmington Ave,Hartford,New York,CT,06156-0001,United States,"Financial Services, Insurance and Risk Management",3485 - 25,3485 - 1000000,VP of Accounting,
Steven,Dionisio,Vice President of Accounting,dianne.bascom@uni.edu,WorkSource,www.worksourcefl.com,1.904.213.3800,"1845 Town Center Blvd Fleming Island, FL32003-4304",Fleming Island,New York,FL,32003-4304,United States,"Business Services, Business Services Other",3486 - 25,3486 - 1000000,VP of Accounting,
